user_id,in_degree_w,out_degree_w,pagerank,betweenness,community_id,participation_coeff
1010456808,7.0,6.0,9.306564279973566e-05,4.930784044536652e-06,75,0.0
1010612442,2.0,2.0,4.471942686800497e-05,0.0,6,0.0
101061732,0.0,1.0,1.345630023482325e-05,0.0,0,0.0
1010631494,5.0,4.0,0.00016517344639263164,2.465392022268326e-06,22,0.0
101093429,2.0,1.0,9.237617801543354e-05,0.0,1,0.0
1011278882,4.0,5.0,6.371972459617216e-05,8.135793673485475e-05,28,0.0
101164760,2.0,1.0,9.18563961959545e-05,0.0,25,0.0
1011860713,1.0,1.0,9.639786578915072e-05,0.0,18,0.0
1011996840,2.0,0.0,3.3644871891726154e-05,0.00029831243469446745,38,0.5
101202244,2.0,0.0,3.3798295630466996e-05,3.6980880334024888e-06,12,0.0
1012085413,2.0,0.0,1.3595875221925004e-05,0.0,6,0.5
101262832,1.0,1.0,9.915112928320453e-05,0.0,10,0.0
101315628,2.0,0.0,1.5531169151398174e-05,1.232696011134163e-06,9,0.5
1013638513,1.0,1.0,1.3531154875496864e-05,2.465392022268326e-06,2,0.0
1013813796,16.0,31.0,0.00015300016693415002,0.0,83,0.0
10138412,1.0,0.0,1.3640145103185823e-05,0.0,1,0.0
101392537,7.0,8.0,6.175633753495872e-05,0.0001331311692024896,3,0.12444444444444436
1013970396,1.0,1.0,1.6319490240588868e-05,0.0,2,0.0
1014248527,12.0,14.0,0.0001417349573097701,0.00015696329208441675,35,0.0
101444042,2.0,1.0,2.4376073521359534e-05,0.0,17,0.0
101445204,6.0,0.0,2.7075816684624794e-05,0.00019887495646297827,0,0.2777777777777777
101452797,3.0,1.0,2.7675008845215303e-05,2.2188528200414934e-05,14,0.375
1014842906,2.0,0.0,3.789448274684472e-05,0.0,7,0.5
101520906,0.0,4.0,1.345630023482325e-05,0.0,32,0.0
101541188,1.0,1.0,1.4129992000885749e-05,0.0,8,0.5
101557323,2.0,1.0,2.2551363303571337e-05,4.930784044536652e-06,15,0.4444444444444444
1016228486,2.0,1.0,8.885947065743014e-05,0.0,321,0.0
101637908,4.0,2.0,8.946980152739244e-05,0.0,2,0.0
1016544696,2.0,0.0,1.5316772312154693e-05,0.0,1,0.0
1016588101,7.0,5.0,7.099352883970693e-05,0.00017750822560331947,1,0.2777777777777777
101677248,0.0,3.0,1.345630023482325e-05,1.2943308116908711e-05,49,0.0
10168082,0.0,4.0,1.345630023482325e-05,0.00022188528200414932,81,0.625
101791126,2.0,1.0,9.108672605331693e-05,0.0,30,0.0
101791784,1.0,0.0,1.943949056874752e-05,0.0,36,0.0
101838577,3.0,2.0,8.824097568208536e-05,0.0,47,0.0
101848151,4.0,20.0,4.882952580124786e-05,0.000596111553630338,1,0.36458333333333315
1018544503,1.0,1.0,1.3532651968310335e-05,0.0,0,0.0
1018555386,4.0,3.0,0.00012568415536541282,0.0,3,0.0
10186662,2.0,1.0,3.110917568403301e-05,0.0,20,0.4444444444444444
1018684608,2.0,0.0,1.7147011854911848e-05,0.0,3,0.5
101886081,4.0,4.0,8.672770185687999e-05,0.0,4,0.0
101897618,2.0,1.0,8.893777914732884e-05,0.0,0,0.0
1019806124,2.0,1.0,9.47363769225545e-05,0.0,1,0.0
1020058453,0.0,30.0,1.345630023482325e-05,0.0011439008084654654,2,0.711111111111111
102052677,1.0,1.0,1.9811707715884896e-05,0.0,10,0.0
1020660620,19.0,28.0,0.0002509026310933033,0.0006138826135448131,19,0.0
1020681224,15.0,2.0,0.00018011709434140186,0.0010419744582876864,0,0.2145328719723183
1020795870,2.0,1.0,9.608335883373319e-05,0.0,1,0.0
1020950222,1.0,1.0,1.509240880954646e-05,0.0,18,0.0
1020954092,2.0,1.0,1.7559520334530067e-05,1.66413961503112e-05,1,0.0
102149847,3.0,2.0,9.399107723712777e-05,8.135793673485475e-05,4,0.31999999999999984
102154508,2.0,1.0,0.00010373214901417993,0.0,7,0.0
102189393,2.0,0.0,1.4527141755167658e-05,0.0,18,0.5
1022159918,2.0,1.0,4.021506258105666e-05,2.465392022268326e-06,14,0.4444444444444444
102238015,5.0,0.0,1.4473793703363662e-05,0.0002761239064940525,0,0.31999999999999984
1022564808,1.0,0.0,1.3487722516573133e-05,0.0,0,0.0
1022583368,2.0,1.0,9.31292278189928e-05,0.0,6,0.0
1022590015,3.0,1.0,0.0002666665971287971,6.65655846012448e-05,0,0.375
102271403,4.0,1.0,9.277428011174268e-05,0.0002909162586276625,71,0.5599999999999999
102282810,3.0,1.0,5.776113890305707e-05,0.00018161721230709998,2,0.375
102287424,0.0,5.0,1.345630023482325e-05,1.602504814474412e-05,1,0.0
102313626,2.0,1.0,1.3997839917561691e-05,0.0,22,0.6666666666666667
1023417762,4.0,0.0,3.371259545136872e-05,0.00016370203027861685,0,0.375
102345782,1.0,4.0,3.022097313111917e-05,0.0,11,0.0
1023507787,2.0,2.0,7.945039673437854e-05,0.0,4,0.0
102364880,2.0,1.0,8.918486082095393e-05,0.0,0,0.0
102401151,0.0,4.0,1.345630023482325e-05,0.0,63,0.0
102420077,1.0,9.0,2.740168591715365e-05,0.00015367610272139232,69,0.33999999999999986
10252962,0.0,3.0,1.345630023482325e-05,0.0,62,0.0
1025481421,0.0,1.0,1.345630023482325e-05,0.0,514,0.0
1025593699,2.0,1.0,1.4172097736264656e-05,0.0,0,0.4444444444444444
10257342,1.0,1.0,8.95430288366794e-05,0.0,1,0.0
102579213,1.0,1.0,1.359103858803575e-05,3.10228496135431e-05,0,0.0
102584544,1.0,1.0,1.3609003701797418e-05,6.533288859011064e-05,5,0.0
102600816,2.0,1.0,2.7773839660742343e-05,0.0,21,0.0
1026022232,1.0,1.0,1.3584982931711594e-05,0.0,0,0.0
1026613897,5.0,0.0,1.988643315287728e-05,0.0012766621688646148,1,0.48
102692275,2.0,0.0,1.3665893228709363e-05,0.0,0,0.0
1026948386,1.0,1.0,8.904472439573622e-05,0.0,1,0.0
1026953953,2.0,0.0,1.7386443024180088e-05,5.547132050103733e-06,8,0.5
102716907,1.0,0.0,1.5485195448383018e-05,0.0,1,0.0
102716915,2.0,4.0,5.508537871441836e-05,0.0,62,0.0
102753391,6.0,3.0,9.500090102625413e-05,0.00014545812931383124,27,0.48979591836734704
102797434,1.0,0.0,1.4009032215512141e-05,0.0,12,0.0
102837987,3.0,1.0,1.923317786458225e-05,2.465392022268326e-06,49,0.625
1028706985,0.0,1.0,1.345630023482325e-05,0.0,309,0.0
1028791914,3.0,3.0,0.00014338264697835317,8.628872077939141e-05,4,0.0
1028930360,1.0,1.0,1.5365093572000327e-05,7.3961760668049776e-06,7,0.5
1029047922,2.0,1.0,0.00010157043663410571,0.0,9,0.0
102935384,1.0,1.0,1.3498561341919423e-05,0.0,0,0.0
1029519468,2.0,1.0,2.7820646695707877e-05,0.0,62,0.0
1029840770,1.0,2.0,0.0001021973034748523,0.0,159,0.0
1030190107,5.0,5.0,3.954310938434372e-05,0.0,59,0.0
103019313,1.0,1.0,8.868617421762048e-05,0.0,459,0.0
103038998,2.0,0.0,2.1838517609196752e-05,0.0,11,0.0
1030435626,20.0,0.0,1.8683812810106707e-05,0.0014362963023064888,0,0.09500000000000008
103065157,0.0,18.0,1.345630023482325e-05,0.00039359983635513826,25,0.42592592592592593
103079525,4.0,2.0,5.4777311342817854e-05,0.0,49,0.0
10313752,0.0,5.0,1.345630023482325e-05,1.787409216144536e-05,32,0.31999999999999984
1031773916,8.0,8.0,0.0002111332119343806,0.0003846011554738588,11,0.1171875
1031933461,1.0,0.0,1.6319490240588868e-05,0.0,2,0.0
1031944087,2.0,0.0,1.357290199583327e-05,0.0,0,0.0
103245739,0.0,11.0,1.345630023482325e-05,0.0002847527785719916,7,0.0
103338203,7.0,10.0,0.00022683204645478587,0.00034515488311756564,82,0.0
103348497,1.0,1.0,8.87405489268656e-05,0.0,0,0.0
103350059,4.0,0.0,2.533086035105613e-05,0.0,19,0.375
10335162,1.0,1.0,1.3498561341919423e-05,0.00016764665751424615,71,0.5
1033569884,5.0,2.0,4.167412209502246e-05,0.0,59,0.0
1033636171,4.0,3.0,9.249496393403539e-05,0.0,27,0.0
103367649,1.0,1.0,1.4337281775058827e-05,7.3961760668049776e-06,24,0.5
103394588,0.0,3.0,1.345630023482325e-05,0.0,1,0.0
1033997960,2.0,0.0,1.6339590744379667e-05,0.00014422543330269705,4,0.5
103419504,1.0,2.0,2.5060128385015127e-05,0.0,10,0.0
103423283,2.0,0.0,1.9849041609184803e-05,0.0,1,0.0
1034665663,0.0,7.0,1.345630023482325e-05,0.00013189847319135543,53,0.0
103485691,1.0,1.0,1.4797037776205176e-05,0.0,54,0.5
103487694,1.0,0.0,1.3524879636158954e-05,0.0,0,0.0
1035186060,21.0,7.0,0.00016620454938136585,8.628872077939141e-05,90,0.0
103588513,3.0,0.0,1.7229114670344723e-05,0.0,35,0.6666666666666667
103607114,4.0,3.0,6.502335774565896e-05,0.0,47,0.0
1036747494,2.0,0.0,1.3528661151179897e-05,0.0,0,0.0
1037118577,1.0,1.0,1.4337281775058827e-05,0.0,16,0.5
103760972,28.0,35.0,8.545106505067481e-05,0.0,249,0.0
1037823200,32.0,17.0,0.00017631107329504713,0.00543372401707939,34,0.07913369429404415
1038174848,2.0,0.0,1.709673734095041e-05,0.0,2,0.5
1038235795,24.0,5.0,0.0002146536696497788,0.03957614948194252,0,0.6539833531510109
103833985,12.0,36.0,9.506790875142066e-05,2.465392022268326e-06,21,0.0
1038341514,2.0,0.0,1.5073109939798995e-05,0.0,2,0.5
103849564,5.0,16.0,7.588320394674452e-05,0.0004702735282476832,3,0.17233560090702937
1038990073,2.0,1.0,9.007314633314164e-05,0.0,2,0.0
103922613,2.0,0.0,1.5168760543033544e-05,6.163480055670815e-06,0,0.0
103972238,20.0,2.0,0.00011168738397598423,0.032597372228564764,0,0.16942148760330578
1039855052,2.0,0.0,3.2435799991215e-05,0.0,28,0.0
1040687791,3.0,1.0,0.00011433903800501693,0.0,0,0.0
104077046,3.0,0.0,2.888498713560724e-05,0.0,1,0.4444444444444444
1040962352,3.0,0.0,2.0677498502851962e-05,6.163480055670815e-06,12,0.4444444444444444
1041049706,3.0,0.0,1.3668839001151786e-05,0.0,0,0.0
104114005,4.0,10.0,9.467130617412288e-05,0.0,13,0.0
1041226062,2.0,1.0,0.00013121655490634377,9.861568089073303e-06,1,0.4444444444444444
104133547,1.0,1.0,3.0324955316554954e-05,0.0,4,0.0
1041883994,4.0,4.0,0.00010836857328909101,5.1773232467634844e-05,9,0.21875
1042113978,1.0,1.0,1.3508560647389096e-05,9.861568089073303e-06,3,0.5
1042272523,3.0,1.0,7.570939769112839e-05,0.0,287,0.0
104256824,1.0,0.0,1.3584982931711594e-05,0.0,0,0.0
104258522,6.0,3.0,9.039988345573832e-05,0.0,25,0.0
1042591028,2.0,0.0,2.3207795337098016e-05,0.0,2,0.0
1042732926,2.0,1.0,9.423406267970502e-05,0.0,46,0.0
104299137,3.0,0.0,1.4000065731716553e-05,0.0,65,0.6666666666666667
104312486,2.0,0.0,1.4837873190582627e-05,0.0,1,0.0
1043410722,2.0,0.0,2.0305375848443757e-05,0.0,71,0.0
104341080,5.0,7.0,7.348212588026845e-05,9.368489684619638e-05,4,0.1527777777777779
104342504,2.0,1.0,6.804157461205323e-05,2.095583218928077e-05,3,0.4444444444444444
1043529588,2.0,0.0,1.4240023493419113e-05,0.0,1,0.5
1043676782,3.0,3.0,8.280019940540707e-05,8.628872077939141e-05,77,0.0
104482807,1.0,1.0,1.449746023691984e-05,0.0,17,0.5
104487298,9.0,8.0,0.0002090959787362882,0.0002588661623381742,46,0.11072664359861584
104489372,1.0,0.0,1.449746023691984e-05,0.0,2,0.0
1045042717,2.0,0.0,1.8746966998385472e-05,0.0,7,0.0
1045406132,5.0,5.0,8.93031095433429e-05,0.0,15,0.0
104542869,1.0,0.0,1.3865327378504053e-05,0.0,3,0.0
104575980,2.0,1.0,8.599741161794548e-05,0.0,61,0.0
104580782,3.0,1.0,6.484880170839437e-05,0.0,1,0.0
104610784,2.0,0.0,2.7467040206101818e-05,0.0,1,0.0
104616554,2.0,0.0,1.9508280553989515e-05,0.0,31,0.5
1046389207,2.0,1.0,0.00011209290370753307,0.0,1,0.0
104653497,1.0,3.0,9.725472040820964e-05,0.0,14,0.0
104658930,2.0,0.0,1.8296885850620467e-05,0.0,1,0.0
104671648,1.0,1.0,1.3976880235871546e-05,0.0,1,0.0
104706564,10.0,11.0,0.00011526375253543803,0.00014052734526929456,73,0.0
1047537240,4.0,1.0,0.00017816978664212443,5.547132050103733e-05,24,0.0
1047778988,4.0,0.0,1.54696359280261e-05,0.0002687277304272475,0,0.0
104802944,2.0,1.0,9.27210021900456e-05,0.0,7,0.0
1048137212,2.0,1.0,3.536019477612397e-05,0.0,5,0.0
104814061,1.0,1.0,8.868617421762048e-05,0.0,460,0.0
10482452,13.0,10.0,0.00015575215233768088,5.67040165121715e-05,24,0.08317580340264641
1048444981,3.0,2.0,0.00011631111573136573,0.0,206,0.0
1048468734,4.0,1.0,9.800080687046844e-05,1.725774415587828e-05,27,0.31999999999999984
104850722,3.0,2.0,7.54041243299641e-05,0.0,3,0.0
104863726,1.0,1.0,1.3494603780050886e-05,7.765984870145227e-05,26,0.5
104890099,16.0,20.0,0.0001247159137988644,1.4792352133609955e-05,8,0.0
1049124127,4.0,3.0,0.00010727019816462714,4.930784044536652e-06,11,0.0
1049321,19.0,20.0,0.0001972204807175791,1.8490440167012445e-05,36,0.13991769547325106
1049560369,1.0,1.0,9.074262530336188e-05,0.0,39,0.0
1049586888,12.0,2.0,0.00014177538687055118,0.011700175279546945,1,0.0
104962266,3.0,3.0,0.00015495453230185522,4.930784044536652e-05,17,0.2777777777777777
1050181782,4.0,1.0,6.924089258248032e-05,0.0,43,0.0
10502572,2.0,2.0,9.896842964632749e-05,0.0,13,0.0
1050383244,2.0,0.0,1.6993182006651366e-05,2.8516367724236968e-05,2,0.0
105050227,4.0,4.0,0.00013646922407911546,5.1773232467634844e-05,1,0.0
1050521179,1.0,1.0,1.370527327880287e-05,6.286749656784231e-05,2,0.5
105098954,1.0,1.0,1.3519523488437922e-05,0.0,6,0.0
1051217779,1.0,1.0,4.314337631429722e-05,0.0,0,0.0
1051623126,1.0,1.0,1.6319490240588868e-05,0.0,0,0.0
1051654645,6.0,6.0,7.050236990412172e-05,0.0,69,0.0
105173441,2.0,8.0,3.326058293457071e-05,7.581080468475102e-05,5,0.0
1051851204,2.0,0.0,1.6697493732832064e-05,0.0,1,0.0
105199945,3.0,1.0,1.8284439024902996e-05,7.64271526903181e-05,50,0.625
1052017196,2.0,2.0,4.53092401476066e-05,0.0,63,0.0
1052284369,1.0,0.0,1.5638677148097785e-05,0.0,7,0.0
1052399454,2.0,0.0,1.747686088898734e-05,2.465392022268326e-06,1,0.5
105240473,2.0,0.0,1.529483170788907e-05,0.0,68,0.5
10524562,2.0,8.0,3.0521864878203887e-05,0.0004902021137610189,62,0.33999999999999986
1052633340,3.0,3.0,5.1868386649547454e-05,0.0,99,0.0
105264627,2.0,1.0,9.976003127096464e-05,0.0,19,0.0
105272508,2.0,2.0,8.868617421762048e-05,0.0,461,0.0
1052816738,2.0,2.0,8.878934066004898e-05,0.0,394,0.0
105295878,1.0,0.0,1.5677924661395906e-05,0.0,56,0.0
105303715,3.0,0.0,3.514298042476719e-05,4.930784044536652e-06,3,0.6666666666666667
1053167256,25.0,22.0,0.000231802895360243,0.00013066577718022127,23,0.041647804436396596
1053271752,3.0,0.0,1.4569763014843213e-05,0.0,1,0.0
1053365834,0.0,2.0,1.345630023482325e-05,4.930784044536652e-06,22,0.5
105351072,2.0,0.0,1.9182680246354485e-05,0.00025393537829363757,2,0.0
105357244,2.0,1.0,2.7542796435563477e-05,4.499340440639695e-05,1,0.0
105367623,1.0,0.0,1.5936391726298884e-05,0.0,1,0.0
105404541,6.0,1.0,4.868029114977959e-05,2.465392022268326e-06,64,0.24489795918367352
1054178809,5.0,4.0,0.00013324401991739404,3.205009628948824e-05,8,0.37037037037037024
1054190610,3.0,3.0,4.2761714947673844e-05,8.628872077939141e-05,4,0.0
105420335,3.0,1.0,9.608335883373319e-05,0.0,89,0.0
1054320426,3.0,2.0,9.423406267970502e-05,0.0,502,0.31999999999999984
105485791,14.0,22.0,0.00012843813107291975,0.00018490440167012444,73,0.0
105497418,1.0,0.0,1.3532651968310335e-05,0.0,0,0.0
1055197866,1.0,1.0,2.56788979194541e-05,0.0,15,0.0
105554642,1.0,1.0,3.0340425050988432e-05,0.0,5,0.0
1056552596,3.0,10.0,5.663328132132684e-05,0.0004715062242588173,55,0.14201183431952646
105678803,7.0,6.0,0.000143615679420426,0.0,434,0.0
105812603,2.0,0.0,1.5746852239435745e-05,0.0,1,0.5
1058370912,3.0,2.0,0.00010627714446425952,8.135793673485475e-05,2,0.31999999999999984
105842518,4.0,3.0,9.917438549457765e-05,0.0,11,0.0
105883111,7.0,5.0,0.00010282811040828971,0.00020709292987053938,42,0.1527777777777779
1059040274,1.0,1.0,1.3498561341919423e-05,0.000431443603896957,133,0.5
1059061327,4.0,1.0,6.91824872985423e-05,6.903097662351312e-05,4,0.31999999999999984
1059098461,6.0,13.0,0.00013904460050816604,0.00014176004128042873,42,0.09972299168975085
1059286154,4.0,0.0,1.3561707477025122e-05,0.0,0,0.0
1059414030,1.0,1.0,1.6857971593958565e-05,0.0,1,0.0
105961341,3.0,0.0,1.5007322188684068e-05,9.697208620922081e-05,1,0.0
105967043,2.0,1.0,3.536019477612397e-05,0.0,5,0.0
1059686779,4.0,1.0,5.8186851680296324e-05,0.0005189650206874826,43,0.6399999999999999
105973829,2.0,0.0,1.471355423114566e-05,1.9723136178146607e-05,9,0.5
1059955993,1.0,1.0,3.350652809721067e-05,0.0,36,0.0
106028818,3.0,1.0,0.0001016456874915712,0.0,30,0.0
1060447940,5.0,3.0,9.593645163178614e-05,0.0,112,0.0
1060477824,7.0,7.0,9.808092565636246e-05,0.0,41,0.0
1060743756,1.0,1.0,1.3609003701797418e-05,3.965172169148224e-05,29,0.0
106079513,2.0,1.0,9.618819448553904e-05,0.0,25,0.0
1060886490,2.0,0.0,1.608425907256182e-05,0.0,6,0.0
1061029789,2.0,0.0,1.3536864887147056e-05,0.0,0,0.0
106116797,2.0,2.0,8.883461270490034e-05,0.0,396,0.375
106118793,0.0,11.0,1.345630023482325e-05,0.00011784573866442599,0,0.859504132231405
1061331264,10.0,8.0,0.00012517828737081075,0.0,74,0.0
1061358956,8.0,7.0,9.334248912650251e-05,0.00016025048144744118,20,0.2975206611570247
1061696234,4.0,2.0,6.186598350212766e-05,9.861568089073303e-06,41,0.0
1062091495,2.0,0.0,1.803740424404824e-05,0.0,2,0.0
1062131022,6.0,6.0,0.00011417495032481974,0.0,112,0.0
1062333396,2.0,0.0,1.636175134768504e-05,0.00012820038515795295,7,0.5
1062498002,2.0,0.0,1.3538463415073335e-05,0.0,0,0.0
106272927,0.0,8.0,1.345630023482325e-05,6.615468593086674e-05,53,0.21875
1062791150,11.0,2.0,6.105672484673036e-05,9.491759285733054e-05,0,0.0
1062927150,4.0,4.0,0.00011424229103937258,0.0,15,0.0
106330685,4.0,2.0,9.753149802781136e-05,0.0,16,0.0
1063642980,2.0,2.0,8.883461270490034e-05,0.0,397,0.375
106371668,5.0,3.0,0.00012543552802287832,0.00012203690510228213,6,0.0
1064312154,2.0,1.0,6.985317506976226e-05,0.0,3,0.4444444444444444
106431823,0.0,2.0,1.345630023482325e-05,6.903097662351312e-05,46,0.5
1065104221,3.0,1.0,0.00016411896341020696,5.054053645650068e-05,0,0.0
1065445292,1.0,1.0,8.868617421762048e-05,0.0,515,0.0
106608764,3.0,0.0,2.9519502946161585e-05,0.0,108,0.0
1066159118,6.0,3.0,0.00014803935538269363,1.232696011134163e-05,3,0.37037037037037024
1066464163,1.0,1.0,8.880436106162862e-05,0.0,0,0.0
106651328,2.0,0.0,1.6796688574883137e-05,5.7525813852927595e-06,49,0.5
106665106,1.0,3.0,2.0303685345838523e-05,3.205009628948824e-05,1,0.375
1066796935,15.0,28.0,0.0001605525258895724,1.9723136178146607e-05,194,0.0525931336742147
106788285,0.0,1.0,1.345630023482325e-05,0.0,463,0.0
106790430,2.0,0.0,1.789882063297474e-05,6.323730537118256e-05,72,0.0
1067999394,3.0,1.0,0.00010371679694832462,0.0010366973453638311,52,0.5
1068121346,0.0,13.0,1.345630023482325e-05,0.00021448910593734435,0,0.5917159763313611
106814808,1.0,1.0,1.4172097736264656e-05,0.0,52,0.5
106815369,6.0,10.0,0.00011316733379488043,3.698088033402489e-05,76,0.0
1068331230,2.0,2.0,4.762917198266756e-05,0.0,0,0.0
1068407378,2.0,1.0,9.079965553650984e-05,0.0,1,0.0
106857789,2.0,0.0,1.903468314409401e-05,2.958470426721991e-05,26,0.0
1068809875,2.0,1.0,2.9238915110442373e-05,0.0,3,0.0
1069074590,3.0,3.0,5.357498273871698e-05,0.0,5,0.0
1069082718,2.0,0.0,1.5331605969593713e-05,0.0,1,0.0
1069131758,3.0,2.0,5.4645191232815264e-05,0.0,2,0.0
1069474172,6.0,3.0,0.00013522938033516403,1.232696011134163e-05,5,0.19753086419753085
10695762,2.0,0.0,4.09554058111199e-05,0.0,1,0.0
1069582194,2.0,1.0,1.7837463811444565e-05,0.0,55,0.0
106961443,1.0,0.0,1.5046572235003268e-05,0.0,1,0.0
106982495,2.0,1.0,0.00010122448654808668,0.0,72,0.0
1069843994,2.0,1.0,0.00011673243828610976,0.0,28,0.0
107025355,1.0,0.0,1.441069690341179e-05,0.0,62,0.0
1070339600,3.0,1.0,5.6775939968902394e-05,0.0,1,0.0
10703412,1.0,2.0,1.7889407141787763e-05,0.0003155701788503457,26,0.4444444444444444
1070801347,3.0,4.0,8.868617421762048e-05,0.0,516,0.0
10715902,12.0,8.0,0.00017520352148621697,0.000582037966590514,11,0.27000000000000013
107159797,12.0,25.0,0.00012480447182483512,0.0,18,0.0
107169602,3.0,1.0,3.1558734155057234e-05,6.903097662351312e-05,2,0.0
1071901771,2.0,2.0,9.756279575695573e-05,0.0,4,0.0
107195704,2.0,3.0,3.279656234065566e-05,0.0,58,0.31999999999999984
107210124,3.0,13.0,2.8432927486056122e-05,0.00018921883770909402,43,0.5
1072205532,2.0,2.0,9.132422356723563e-05,0.0,7,0.0
1072387866,4.0,1.0,1.6241754286251842e-05,0.0004326762999080912,33,0.6399999999999999
1072596854,5.0,3.0,3.772805815951249e-05,4.0678968367427375e-05,35,0.40625
1072677926,1.0,0.0,1.347640073861405e-05,0.0,0,0.0
107271287,1.0,1.0,1.5365093572000327e-05,0.0,3,0.0
107281171,1.0,0.0,1.3765834289500616e-05,0.0,2,0.0
1072848662,1.0,1.0,5.1299649136741794e-05,0.0,2,0.0
1073609816,7.0,5.0,0.00018247841927370757,0.0,47,0.0
1073676020,0.0,7.0,1.345630023482325e-05,3.4186769375454114e-05,7,0.44897959183673464
1073802444,0.0,4.0,1.345630023482325e-05,0.0,0,0.0
1073926848,2.0,0.0,4.1864073331206536e-05,0.0,4,0.0
1074822361,5.0,2.0,4.055840993207448e-05,6.533288859011064e-05,1,0.24489795918367352
1074987822,2.0,0.0,1.3594470429573458e-05,0.0,0,0.0
1075005146,2.0,1.0,1.736818369965219e-05,4.560975241196403e-05,0,0.4444444444444444
107525017,2.0,0.0,2.934647912873189e-05,3.9446272356293214e-05,59,0.5
107552289,2.0,1.0,4.34363859785183e-05,0.0,9,0.0
107573070,3.0,0.0,2.5160399286870907e-05,4.930784044536652e-06,2,0.0
1076533628,2.0,0.0,1.7955598815312078e-05,0.0,47,0.0
1077124544,1.0,1.0,2.6553567421483692e-05,0.0,2,0.0
107714426,2.0,0.0,1.4304652829124175e-05,0.0,3,0.0
1077181999,0.0,3.0,1.345630023482325e-05,0.0001097099449909405,71,0.4444444444444444
1077275318,2.0,2.0,0.00013206235792029747,0.0,3,0.0
10774652,0.0,6.0,1.345630023482325e-05,0.009717342655770607,53,0.2777777777777777
