event,category,thread_id,n_nodes,depth,duration_min,veracity_normalized,is_rumour_normalized
charliehebdo-all-rnr-threads,rumours,552806309540528128,40,1,1669.7833333333333,False,
charliehebdo-all-rnr-threads,rumours,552806757672964097,13,1,392.4,Unverified,
charliehebdo-all-rnr-threads,rumours,552806937470201856,20,1,190.9333333333333,False,
charliehebdo-all-rnr-threads,rumours,552807027781947393,22,1,160.43333333333334,False,
charliehebdo-all-rnr-threads,rumours,552807528070131712,18,1,1010.0166666666668,False,
charliehebdo-all-rnr-threads,rumours,552807834434699264,20,1,35.68333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552808071387701248,110,1,541.1333333333333,False,
charliehebdo-all-rnr-threads,rumours,552808282398924800,18,1,2172.9166666666665,Unverified,
charliehebdo-all-rnr-threads,rumours,552808620187217920,5,1,22.166666666666668,Unverified,
charliehebdo-all-rnr-threads,rumours,552808904137408512,4,1,81.21666666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,552809418417790976,27,1,350.53333333333336,Unverified,
charliehebdo-all-rnr-threads,rumours,552810138114195456,5,1,1517.8333333333333,False,
charliehebdo-all-rnr-threads,rumours,552810448324943872,20,1,28.766666666666666,False,
charliehebdo-all-rnr-threads,rumours,552810804186460161,21,1,42.5,False,
charliehebdo-all-rnr-threads,rumours,552811386259386370,19,1,99.95,Unverified,
charliehebdo-all-rnr-threads,rumours,552812682626465792,17,1,1331.3166666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,552813461953323008,39,1,65.71666666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,552813494345940992,8,1,49.083333333333336,False,
charliehebdo-all-rnr-threads,rumours,552813549291315200,7,1,109.83333333333331,False,
charliehebdo-all-rnr-threads,rumours,552814494381256704,11,1,40.38333333333333,False,
charliehebdo-all-rnr-threads,rumours,552814767417876480,8,1,120.4,Unverified,
charliehebdo-all-rnr-threads,rumours,552815182708494336,5,1,62.16666666666666,False,
charliehebdo-all-rnr-threads,rumours,552815274848964608,5,1,285.43333333333334,Unverified,
charliehebdo-all-rnr-threads,rumours,552815540721291265,7,1,100.08333333333331,Unverified,
charliehebdo-all-rnr-threads,rumours,552816020403269632,6,1,63.38333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552816302780579840,23,1,209.75,False,
charliehebdo-all-rnr-threads,rumours,552816600995614721,4,1,8.516666666666667,False,
charliehebdo-all-rnr-threads,rumours,552816932643405824,7,1,272.95,Unverified,
charliehebdo-all-rnr-threads,rumours,552817345887207425,21,1,81.81666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,552817965813739520,23,1,149.38333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552818821460148226,6,1,39.48333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552820736490889216,31,1,270.6166666666667,False,
charliehebdo-all-rnr-threads,rumours,552821069036670976,22,1,144.25,Unverified,
charliehebdo-all-rnr-threads,rumours,552821287933202435,40,1,52.41666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,552821475066281984,11,1,220.11666666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,552822434639126528,13,1,204.1833333333333,False,
charliehebdo-all-rnr-threads,rumours,552822696200142850,3,1,16.133333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552825753264717824,11,1,210.05,False,
charliehebdo-all-rnr-threads,rumours,552828474814398464,13,1,80.48333333333333,False,
charliehebdo-all-rnr-threads,rumours,552828658747187201,6,1,17.333333333333332,Unverified,
charliehebdo-all-rnr-threads,rumours,552829386773516290,16,1,261.7333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552829580579323904,13,1,14334.05,False,
charliehebdo-all-rnr-threads,rumours,552830684021424128,14,1,7538.316666666667,False,
charliehebdo-all-rnr-threads,rumours,552830864187727876,10,1,252.36666666666667,False,
charliehebdo-all-rnr-threads,rumours,552831881847533568,20,1,10.8,False,
charliehebdo-all-rnr-threads,rumours,552832817089236992,13,1,77.15,Unverified,
charliehebdo-all-rnr-threads,rumours,552833028201144320,19,1,175.55,False,
charliehebdo-all-rnr-threads,rumours,552834445301256192,5,1,902.7833333333332,False,
charliehebdo-all-rnr-threads,rumours,552834461478715392,22,1,30.48333333333333,False,
charliehebdo-all-rnr-threads,rumours,552834961762709505,18,1,103.2,Unverified,
charliehebdo-all-rnr-threads,rumours,552837132491186179,32,1,44.43333333333333,False,
charliehebdo-all-rnr-threads,rumours,552838551071911936,21,1,44.48333333333333,False,
charliehebdo-all-rnr-threads,rumours,552842762505428992,6,1,32.63333333333333,False,
charliehebdo-all-rnr-threads,rumours,552845136414380032,55,1,165.5,False,
charliehebdo-all-rnr-threads,rumours,552848620375261184,16,1,104.81666666666666,False,
charliehebdo-all-rnr-threads,rumours,552978099357237248,4,1,879.1833333333333,False,
charliehebdo-all-rnr-threads,rumours,552978476605923328,17,1,773.9666666666667,False,
charliehebdo-all-rnr-threads,rumours,552979279039197186,21,1,1016.95,False,
charliehebdo-all-rnr-threads,rumours,552981833189969921,14,1,1354.7833333333333,False,
charliehebdo-all-rnr-threads,rumours,552982443511144448,36,1,573.4333333333333,False,
charliehebdo-all-rnr-threads,rumours,552982613288157184,5,1,57.2,False,
charliehebdo-all-rnr-threads,rumours,552983615747796994,25,1,981.4833333333332,False,
charliehebdo-all-rnr-threads,rumours,552984347754897409,13,1,824.1833333333333,False,
charliehebdo-all-rnr-threads,rumours,552984502063337472,4,1,426.4333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552984916070531072,85,1,11294.666666666666,False,
charliehebdo-all-rnr-threads,rumours,552985611070881792,20,1,232.1833333333333,False,
charliehebdo-all-rnr-threads,rumours,552985855854661633,78,1,2732.583333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,552985912901001218,6,1,5582.65,False,
charliehebdo-all-rnr-threads,rumours,552986187364065281,6,1,1392.5833333333333,False,
charliehebdo-all-rnr-threads,rumours,552991544731774976,38,1,744.25,False,
charliehebdo-all-rnr-threads,rumours,552993818816299008,178,1,1712.5333333333333,False,
charliehebdo-all-rnr-threads,rumours,552996335319007233,16,1,184.15,False,
charliehebdo-all-rnr-threads,rumours,553017543330648064,29,1,5737.7,False,
charliehebdo-all-rnr-threads,rumours,553096753898323968,6,1,91.61666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553098571323437056,5,1,786.3,False,
charliehebdo-all-rnr-threads,rumours,553099685888790528,20,1,95.81666666666666,False,
charliehebdo-all-rnr-threads,rumours,553102901619748864,21,1,60.13333333333333,False,
charliehebdo-all-rnr-threads,rumours,553103334626701312,5,1,123.0,Unverified,
charliehebdo-all-rnr-threads,rumours,553103772852191233,4,1,2109.35,False,
charliehebdo-all-rnr-threads,rumours,553104503520890880,15,1,45.85,Unverified,
charliehebdo-all-rnr-threads,rumours,553107921081749504,7,1,99.6,Unverified,
charliehebdo-all-rnr-threads,rumours,553110339236409346,21,1,39.88333333333333,False,
charliehebdo-all-rnr-threads,rumours,553115168084074497,20,1,8181.9,False,
charliehebdo-all-rnr-threads,rumours,553115236992290816,5,1,93.5,False,
charliehebdo-all-rnr-threads,rumours,553116915325870083,4,1,334.96666666666664,Unverified,
charliehebdo-all-rnr-threads,rumours,553118198741356544,16,1,1903.0333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,553121732387946496,15,1,112.66666666666669,Unverified,
charliehebdo-all-rnr-threads,rumours,553123329561743361,7,1,9115.05,False,
charliehebdo-all-rnr-threads,rumours,553124268196642816,8,1,239.91666666666663,False,
charliehebdo-all-rnr-threads,rumours,553129559173115904,12,1,443.81666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553130148107943937,4,1,175.93333333333334,False,
charliehebdo-all-rnr-threads,rumours,553133704881917952,52,1,12960.8,False,
charliehebdo-all-rnr-threads,rumours,553136565296582657,22,1,139.51666666666668,False,
charliehebdo-all-rnr-threads,rumours,553136604882014208,13,1,168.66666666666666,False,
charliehebdo-all-rnr-threads,rumours,553136845589319680,38,1,164.01666666666668,False,
charliehebdo-all-rnr-threads,rumours,553137849663361024,20,1,21.08333333333333,False,
charliehebdo-all-rnr-threads,rumours,553139203320860672,23,1,316.2,False,
charliehebdo-all-rnr-threads,rumours,553139825008599041,9,1,272.15,Unverified,
charliehebdo-all-rnr-threads,rumours,553141087725170688,45,1,2112.333333333333,False,
charliehebdo-all-rnr-threads,rumours,553141732452626432,12,1,188.01666666666668,False,
charliehebdo-all-rnr-threads,rumours,553144712920834048,13,1,137.86666666666667,False,
charliehebdo-all-rnr-threads,rumours,553152215050125313,4,1,68.51666666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553152395371630592,22,1,421.03333333333336,False,
charliehebdo-all-rnr-threads,rumours,553160652567498752,12,1,306.6166666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553164985460068352,15,1,542.5833333333334,False,
charliehebdo-all-rnr-threads,rumours,553167429665587200,9,1,5544.033333333334,False,
charliehebdo-all-rnr-threads,rumours,553167814941761538,4,1,49.45,False,
charliehebdo-all-rnr-threads,rumours,553169307824177152,6,1,51.333333333333336,False,
charliehebdo-all-rnr-threads,rumours,553176753297162240,6,1,166.85,False,
charliehebdo-all-rnr-threads,rumours,553176929411825664,20,1,129.18333333333334,False,
charliehebdo-all-rnr-threads,rumours,553184482241814530,29,1,1451.2166666666667,False,
charliehebdo-all-rnr-threads,rumours,553184643055644674,26,1,34.5,False,
charliehebdo-all-rnr-threads,rumours,553184958958022657,10,1,177.31666666666666,False,
charliehebdo-all-rnr-threads,rumours,553185370108878849,25,1,3221.65,False,
charliehebdo-all-rnr-threads,rumours,553186555150749696,25,1,1138.7166666666667,False,
charliehebdo-all-rnr-threads,rumours,553188382403477505,4,1,43.56666666666667,False,
charliehebdo-all-rnr-threads,rumours,553197863971610624,24,1,2757.2833333333333,False,
charliehebdo-all-rnr-threads,rumours,553198972287082497,21,1,87.26666666666667,False,
charliehebdo-all-rnr-threads,rumours,553202028575731713,6,1,155.15,False,
charliehebdo-all-rnr-threads,rumours,553212962044149761,9,1,76.16666666666667,False,
charliehebdo-all-rnr-threads,rumours,553216909022605312,11,1,9702.8,False,
charliehebdo-all-rnr-threads,rumours,553233728030650368,20,1,6625.566666666667,False,
charliehebdo-all-rnr-threads,rumours,553461741917863936,20,1,3777.55,False,
charliehebdo-all-rnr-threads,rumours,553466230989144064,3,1,4.85,False,
charliehebdo-all-rnr-threads,rumours,553467311261503488,3,1,54.4,False,
charliehebdo-all-rnr-threads,rumours,553469523945590784,30,1,748.8333333333334,False,
charliehebdo-all-rnr-threads,rumours,553469733656203264,21,1,15.716666666666669,False,
charliehebdo-all-rnr-threads,rumours,553470140042735616,9,1,443.73333333333335,False,
charliehebdo-all-rnr-threads,rumours,553470382129565696,18,1,93.96666666666668,False,
charliehebdo-all-rnr-threads,rumours,553470492565602305,9,1,55.45,False,
charliehebdo-all-rnr-threads,rumours,553470733180223489,8,1,18.7,False,
charliehebdo-all-rnr-threads,rumours,553470977972375553,7,1,65.68333333333334,False,
charliehebdo-all-rnr-threads,rumours,553471193110421504,3,1,4.85,False,
charliehebdo-all-rnr-threads,rumours,553471987411324929,10,1,100.56666666666666,False,
charliehebdo-all-rnr-threads,rumours,553472225798795264,4,1,5.2,False,
charliehebdo-all-rnr-threads,rumours,553472437644320769,5,1,92.73333333333332,False,
charliehebdo-all-rnr-threads,rumours,553472488462901248,5,1,61.583333333333336,False,
charliehebdo-all-rnr-threads,rumours,553473416905629696,23,1,912.1333333333332,False,
charliehebdo-all-rnr-threads,rumours,553473704060284928,3,1,46.53333333333333,False,
charliehebdo-all-rnr-threads,rumours,553474012446478336,6,1,220.65,Unverified,
charliehebdo-all-rnr-threads,rumours,553474188259102720,13,1,248.85,False,
charliehebdo-all-rnr-threads,rumours,553474232596701184,11,1,98.46666666666668,False,
charliehebdo-all-rnr-threads,rumours,553474514496278528,42,1,877.8833333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,553474965278691330,6,1,858.2333333333333,False,
charliehebdo-all-rnr-threads,rumours,553475269873643520,9,1,523.9833333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,553475430897156096,13,1,338.81666666666666,False,
charliehebdo-all-rnr-threads,rumours,553475729187680258,12,1,174.65,False,
charliehebdo-all-rnr-threads,rumours,553475824369012736,21,1,173.96666666666667,False,
charliehebdo-all-rnr-threads,rumours,553476073703620609,7,1,167.45,Unverified,
charliehebdo-all-rnr-threads,rumours,553476471470432256,17,1,248.58333333333331,False,
charliehebdo-all-rnr-threads,rumours,553476490315431937,5,1,17.15,Unverified,
charliehebdo-all-rnr-threads,rumours,553476600985948160,5,1,6.566666666666666,False,
charliehebdo-all-rnr-threads,rumours,553477352542707712,9,1,195.38333333333333,False,
charliehebdo-all-rnr-threads,rumours,553477554041257985,9,1,183.2333333333333,False,
charliehebdo-all-rnr-threads,rumours,553477692591726592,8,1,124.63333333333334,False,
charliehebdo-all-rnr-threads,rumours,553477943616634880,7,1,64.45,False,
charliehebdo-all-rnr-threads,rumours,553478142791548928,11,1,92.51666666666668,False,
charliehebdo-all-rnr-threads,rumours,553478289474740224,7,1,2916.133333333333,False,
charliehebdo-all-rnr-threads,rumours,553478677359775744,23,1,543.1166666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553479222434729984,9,1,73.08333333333333,False,
charliehebdo-all-rnr-threads,rumours,553480082996879360,22,1,643.7333333333333,False,
charliehebdo-all-rnr-threads,rumours,553480702067736578,7,1,486.31666666666666,False,
charliehebdo-all-rnr-threads,rumours,553481076916883456,6,1,31.966666666666665,False,
charliehebdo-all-rnr-threads,rumours,553483415954411520,4,1,74.33333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,553484365012148225,28,1,292.1,Unverified,
charliehebdo-all-rnr-threads,rumours,553484760233017344,11,1,8.35,False,
charliehebdo-all-rnr-threads,rumours,553484780093050880,16,1,155.16666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553485452943302656,17,1,49.13333333333333,False,
charliehebdo-all-rnr-threads,rumours,553486439129038848,10,1,226.31666666666663,False,
charliehebdo-all-rnr-threads,rumours,553486529231089664,12,1,169.76666666666668,False,
charliehebdo-all-rnr-threads,rumours,553486796534054912,15,1,652.3,False,
charliehebdo-all-rnr-threads,rumours,553487544508493825,5,1,18.23333333333333,False,
charliehebdo-all-rnr-threads,rumours,553487971497041920,25,1,68.85,Unverified,
charliehebdo-all-rnr-threads,rumours,553488054640340992,10,1,332.7333333333333,False,
charliehebdo-all-rnr-threads,rumours,553488824656203776,4,1,296.46666666666664,Unverified,
charliehebdo-all-rnr-threads,rumours,553489393202499584,9,1,57.05,False,
charliehebdo-all-rnr-threads,rumours,553490238979727360,3,1,6713.45,False,
charliehebdo-all-rnr-threads,rumours,553491540535156736,20,1,17.283333333333335,False,
charliehebdo-all-rnr-threads,rumours,553493222052605952,8,1,14.666666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553493510306152448,6,1,243.65,False,
charliehebdo-all-rnr-threads,rumours,553493707472011264,36,1,3150.8166666666666,False,
charliehebdo-all-rnr-threads,rumours,553493785523400704,25,1,467.0,Unverified,
charliehebdo-all-rnr-threads,rumours,553495137314435072,23,1,784.2833333333333,False,
charliehebdo-all-rnr-threads,rumours,553495922639122432,20,1,170.15,False,
charliehebdo-all-rnr-threads,rumours,553500238246608896,20,1,254.63333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,553501357156876290,25,1,38.083333333333336,False,
charliehebdo-all-rnr-threads,rumours,553501773517033472,36,1,312.4166666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553502180666531840,16,1,220.4833333333333,False,
charliehebdo-all-rnr-threads,rumours,553502311872733184,10,1,56.18333333333333,Unverified,
charliehebdo-all-rnr-threads,rumours,553502446769942528,20,1,89.43333333333334,False,
charliehebdo-all-rnr-threads,rumours,553503184174710784,24,1,127.51666666666668,False,
charliehebdo-all-rnr-threads,rumours,553503546382249984,22,1,428.35,False,
charliehebdo-all-rnr-threads,rumours,553503909692841984,22,1,237.26666666666668,Unverified,
charliehebdo-all-rnr-threads,rumours,553505242554175489,16,1,1267.85,False,
charliehebdo-all-rnr-threads,rumours,553505371290357761,19,1,755.0333333333333,False,
charliehebdo-all-rnr-threads,rumours,553505858811080704,9,1,334.93333333333334,False,
charliehebdo-all-rnr-threads,rumours,553506608203169792,25,1,1631.85,Unverified,
charliehebdo-all-rnr-threads,rumours,553508098825261056,20,1,261.56666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553512735192141826,6,1,1223.4666666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553513403512532992,26,1,161.98333333333332,Unverified,
charliehebdo-all-rnr-threads,rumours,553515054503821312,7,1,31.3,Unverified,
charliehebdo-all-rnr-threads,rumours,553515399438811136,10,1,1844.2333333333331,Unverified,
charliehebdo-all-rnr-threads,rumours,553517713147301888,6,1,116.98333333333332,False,
charliehebdo-all-rnr-threads,rumours,553518024272379905,12,1,40.583333333333336,Unverified,
charliehebdo-all-rnr-threads,rumours,553518472798683136,21,1,24.1,False,
charliehebdo-all-rnr-threads,rumours,553519375521951744,9,1,285.6333333333333,False,
charliehebdo-all-rnr-threads,rumours,553521417598550016,14,1,39.68333333333333,False,
charliehebdo-all-rnr-threads,rumours,553524086417424384,3,1,4.716666666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553528788383191040,21,1,14.166666666666666,False,
charliehebdo-all-rnr-threads,rumours,553529101659566080,19,1,75.55,False,
charliehebdo-all-rnr-threads,rumours,553529196216344576,48,1,73.08333333333333,False,
charliehebdo-all-rnr-threads,rumours,553529334892609536,10,1,49.06666666666667,False,
charliehebdo-all-rnr-threads,rumours,553529796601585664,21,1,32.833333333333336,False,
charliehebdo-all-rnr-threads,rumours,553529935789559808,7,1,19.266666666666666,False,
charliehebdo-all-rnr-threads,rumours,553529941938425857,8,1,23.916666666666668,False,
charliehebdo-all-rnr-threads,rumours,553530524183326720,4,1,51.66666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553530558614351873,5,1,8.183333333333334,False,
charliehebdo-all-rnr-threads,rumours,553531316797718528,7,1,30.566666666666663,False,
charliehebdo-all-rnr-threads,rumours,553531343834202112,24,1,92.61666666666666,False,
charliehebdo-all-rnr-threads,rumours,553531413459660800,15,1,2844.6833333333334,Unverified,
charliehebdo-all-rnr-threads,rumours,553531695480463360,19,1,347.9166666666667,False,
charliehebdo-all-rnr-threads,rumours,553531781690163201,8,1,213.6833333333333,False,
charliehebdo-all-rnr-threads,rumours,553531971457265664,15,1,1292.3,Unverified,
charliehebdo-all-rnr-threads,rumours,553532980896231424,4,1,87.76666666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553533499643547648,10,1,77.01666666666667,False,
charliehebdo-all-rnr-threads,rumours,553534707108155392,14,1,195.36666666666667,False,
charliehebdo-all-rnr-threads,rumours,553534768537939968,5,1,87.43333333333334,False,
charliehebdo-all-rnr-threads,rumours,553534838880608256,8,1,16.95,Unverified,
charliehebdo-all-rnr-threads,rumours,553535221828964352,9,1,118.8,False,
charliehebdo-all-rnr-threads,rumours,553535430788780032,19,1,69.55,False,
charliehebdo-all-rnr-threads,rumours,553535441828605953,21,1,114.85,Unverified,
charliehebdo-all-rnr-threads,rumours,553535467065712640,25,1,441.6666666666667,False,
charliehebdo-all-rnr-threads,rumours,553535829017370625,6,1,62.833333333333336,Unverified,
charliehebdo-all-rnr-threads,rumours,553535862911541248,12,1,40.3,Unverified,
charliehebdo-all-rnr-threads,rumours,553536236493615104,20,1,703.1,Unverified,
charliehebdo-all-rnr-threads,rumours,553536269972942849,16,1,23.433333333333334,Unverified,
charliehebdo-all-rnr-threads,rumours,553536397731442688,7,1,196.08333333333331,Unverified,
charliehebdo-all-rnr-threads,rumours,553536603998945280,20,1,305.4166666666667,Unverified,
charliehebdo-all-rnr-threads,rumours,553536887349325825,20,1,36.516666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553537537126694912,5,1,11.066666666666666,Unverified,
charliehebdo-all-rnr-threads,rumours,553537939041701888,5,1,20.2,False,
charliehebdo-all-rnr-threads,rumours,553538058440941568,20,1,14.35,False,
charliehebdo-all-rnr-threads,rumours,553540617540624385,31,1,1819.7833333333333,False,
charliehebdo-all-rnr-threads,rumours,553540739058376704,17,1,157.91666666666666,False,
charliehebdo-all-rnr-threads,rumours,553541676229472256,20,1,9.283333333333331,False,
charliehebdo-all-rnr-threads,rumours,553541776854634496,18,1,1120.35,Unverified,
charliehebdo-all-rnr-threads,rumours,553541988490825728,14,1,53.13333333333333,False,
charliehebdo-all-rnr-threads,rumours,553542235661553665,7,1,20.53333333333333,False,
charliehebdo-all-rnr-threads,rumours,553542442373619712,14,1,1174.2333333333331,False,
charliehebdo-all-rnr-threads,rumours,553542565593878528,58,1,271.3666666666667,False,
