event,category,thread_id,is_rumour,veracity,n_nodes,depth,duration_min
charliehebdo-all-rnr-threads,rumours,552793539856588801,rumour,False,6,1,67.56666666666666
charliehebdo-all-rnr-threads,rumours,552793551231541249,rumour,False,27,1,134.68333333333334
charliehebdo-all-rnr-threads,rumours,552793552376569857,rumour,,172,1,945.6833333333333
charliehebdo-all-rnr-threads,rumours,552793679082311680,rumour,,16,1,36.11666666666667
charliehebdo-all-rnr-threads,rumours,552794157484634112,rumour,False,25,1,305.51666666666665
charliehebdo-all-rnr-threads,rumours,552794942759010304,rumour,,8,1,234.13333333333333
charliehebdo-all-rnr-threads,rumours,552795050502270976,rumour,,6,1,30.083333333333332
charliehebdo-all-rnr-threads,rumours,552795566242279424,rumour,,4,1,9.283333333333333
charliehebdo-all-rnr-threads,rumours,552795585095671808,rumour,False,5,1,139.78333333333333
charliehebdo-all-rnr-threads,rumours,552795693682032640,rumour,,9,1,48.06666666666667
charliehebdo-all-rnr-threads,rumours,552795773180858368,rumour,,105,1,987.7
charliehebdo-all-rnr-threads,rumours,552796091255894016,rumour,False,16,1,517.2666666666667
charliehebdo-all-rnr-threads,rumours,552796863297236992,rumour,False,6,1,182.26666666666668
charliehebdo-all-rnr-threads,rumours,552797406094716929,rumour,,20,1,108.96666666666667
charliehebdo-all-rnr-threads,rumours,552797638807281664,rumour,False,15,1,64.78333333333333
charliehebdo-all-rnr-threads,rumours,552798654495354880,rumour,,25,1,49.96666666666667
charliehebdo-all-rnr-threads,rumours,552798891994009601,rumour,,7,1,114.13333333333334
charliehebdo-all-rnr-threads,rumours,552799062421164032,rumour,False,22,1,371.3333333333333
charliehebdo-all-rnr-threads,rumours,552799317602615297,rumour,,12,1,638.05
charliehebdo-all-rnr-threads,rumours,552799591255384065,rumour,False,11,1,97.05
charliehebdo-all-rnr-threads,rumours,552799640488517632,rumour,,13,1,405.68333333333334
charliehebdo-all-rnr-threads,rumours,552800045096259584,rumour,False,18,1,8720.483333333334
charliehebdo-all-rnr-threads,rumours,552801438821515264,rumour,,12,1,518.3166666666667
charliehebdo-all-rnr-threads,rumours,552801829290270720,rumour,False,33,1,139.91666666666666
charliehebdo-all-rnr-threads,rumours,552801880812691456,rumour,False,8,1,59.56666666666667
charliehebdo-all-rnr-threads,rumours,552801954733490176,rumour,,3,1,29.133333333333333
charliehebdo-all-rnr-threads,rumours,552801958428700672,rumour,False,12,1,22.283333333333335
charliehebdo-all-rnr-threads,rumours,552802128688078848,rumour,,13,1,214.41666666666666
charliehebdo-all-rnr-threads,rumours,552802606696136705,rumour,,30,1,19.766666666666666
charliehebdo-all-rnr-threads,rumours,552802654641225728,rumour,,8,1,173.8
charliehebdo-all-rnr-threads,rumours,552803839490150400,rumour,,16,1,2040.4166666666667
charliehebdo-all-rnr-threads,rumours,552804394727927808,rumour,,8,1,270.55
charliehebdo-all-rnr-threads,rumours,552804408233193473,rumour,,4,1,216.15
charliehebdo-all-rnr-threads,rumours,552804668951511041,rumour,,1,1,0.0
charliehebdo-all-rnr-threads,rumours,552804763461775360,rumour,,5,1,6.316666666666666
charliehebdo-all-rnr-threads,rumours,552804839886184448,rumour,,10,1,197.33333333333334
charliehebdo-all-rnr-threads,rumours,552805267990413312,rumour,False,18,1,797.6666666666666
charliehebdo-all-rnr-threads,rumours,552805488631758849,rumour,,111,1,2984.9166666666665
charliehebdo-all-rnr-threads,rumours,552805596198871040,rumour,False,14,1,331.6333333333333
charliehebdo-all-rnr-threads,rumours,552805619301097472,rumour,False,10,1,2082.1833333333334
charliehebdo-all-rnr-threads,rumours,552805735885991936,rumour,False,2,1,15.766666666666667
charliehebdo-all-rnr-threads,rumours,552806117328568321,rumour,,4,1,17.233333333333334
charliehebdo-all-rnr-threads,rumours,552806309540528128,rumour,False,40,1,1669.7833333333333
charliehebdo-all-rnr-threads,rumours,552806757672964097,rumour,,13,1,392.4
charliehebdo-all-rnr-threads,rumours,552806937470201856,rumour,False,20,1,190.93333333333334
charliehebdo-all-rnr-threads,rumours,552807027781947393,rumour,False,22,1,160.43333333333334
charliehebdo-all-rnr-threads,rumours,552807210041212928,rumour,False,2,1,6.133333333333334
charliehebdo-all-rnr-threads,rumours,552807528070131712,rumour,False,18,1,1010.0166666666667
charliehebdo-all-rnr-threads,rumours,552807834434699264,rumour,,20,1,35.68333333333333
charliehebdo-all-rnr-threads,rumours,552808071387701248,rumour,False,110,1,541.1333333333333
charliehebdo-all-rnr-threads,rumours,552808282398924800,rumour,,18,1,2172.9166666666665
charliehebdo-all-rnr-threads,rumours,552808620187217920,rumour,,5,1,22.166666666666668
charliehebdo-all-rnr-threads,rumours,552808904137408512,rumour,,4,1,81.21666666666667
charliehebdo-all-rnr-threads,rumours,552809418417790976,rumour,,27,1,350.53333333333336
charliehebdo-all-rnr-threads,rumours,552810138114195456,rumour,False,5,1,1517.8333333333333
charliehebdo-all-rnr-threads,rumours,552810448324943872,rumour,False,20,1,28.766666666666666
charliehebdo-all-rnr-threads,rumours,552810804186460161,rumour,False,21,1,42.5
charliehebdo-all-rnr-threads,rumours,552811386259386370,rumour,,19,1,99.95
charliehebdo-all-rnr-threads,rumours,552812682626465792,rumour,,17,1,1331.3166666666666
charliehebdo-all-rnr-threads,rumours,552813461953323008,rumour,,39,1,65.71666666666667
charliehebdo-all-rnr-threads,rumours,552813494345940992,rumour,False,8,1,49.083333333333336
charliehebdo-all-rnr-threads,rumours,552813549291315200,rumour,False,7,1,109.83333333333333
charliehebdo-all-rnr-threads,rumours,552814494381256704,rumour,False,11,1,40.38333333333333
charliehebdo-all-rnr-threads,rumours,552814767417876480,rumour,,8,1,120.4
charliehebdo-all-rnr-threads,rumours,552815182708494336,rumour,False,5,1,62.166666666666664
charliehebdo-all-rnr-threads,rumours,552815274848964608,rumour,,5,1,285.43333333333334
charliehebdo-all-rnr-threads,rumours,552815540721291265,rumour,,7,1,100.08333333333333
charliehebdo-all-rnr-threads,rumours,552816020403269632,rumour,,6,1,63.38333333333333
charliehebdo-all-rnr-threads,rumours,552816302780579840,rumour,False,23,1,209.75
charliehebdo-all-rnr-threads,rumours,552816600995614721,rumour,False,4,1,8.516666666666667
charliehebdo-all-rnr-threads,rumours,552816932643405824,rumour,,7,1,272.95
charliehebdo-all-rnr-threads,rumours,552817101057318913,rumour,,3,1,50.56666666666667
charliehebdo-all-rnr-threads,rumours,552817345887207425,rumour,,21,1,81.81666666666666
charliehebdo-all-rnr-threads,rumours,552817965813739520,rumour,,23,1,149.38333333333333
charliehebdo-all-rnr-threads,rumours,552818821460148226,rumour,,6,1,39.483333333333334
charliehebdo-all-rnr-threads,rumours,552820736490889216,rumour,False,31,1,270.6166666666667
charliehebdo-all-rnr-threads,rumours,552821069036670976,rumour,,22,1,144.25
charliehebdo-all-rnr-threads,rumours,552821287933202435,rumour,,40,1,52.416666666666664
charliehebdo-all-rnr-threads,rumours,552821475066281984,rumour,,11,1,220.11666666666667
charliehebdo-all-rnr-threads,rumours,552822434639126528,rumour,False,13,1,204.18333333333334
charliehebdo-all-rnr-threads,rumours,552822696195932161,rumour,,3,1,28.583333333333332
charliehebdo-all-rnr-threads,rumours,552822696200142850,rumour,,3,1,16.133333333333333
charliehebdo-all-rnr-threads,rumours,552825753264717824,rumour,False,11,1,210.05
charliehebdo-all-rnr-threads,rumours,552828474814398464,rumour,False,13,1,80.48333333333333
charliehebdo-all-rnr-threads,rumours,552828658747187201,rumour,,6,1,17.333333333333332
charliehebdo-all-rnr-threads,rumours,552829386773516290,rumour,,16,1,261.73333333333335
charliehebdo-all-rnr-threads,rumours,552829580579323904,rumour,False,13,1,14334.05
charliehebdo-all-rnr-threads,rumours,552830684021424128,rumour,False,14,1,7538.316666666667
charliehebdo-all-rnr-threads,rumours,552830864187727876,rumour,False,10,1,252.36666666666667
charliehebdo-all-rnr-threads,rumours,552831881847533568,rumour,False,20,1,10.8
charliehebdo-all-rnr-threads,rumours,552832817089236992,rumour,,13,1,77.15
charliehebdo-all-rnr-threads,rumours,552833028201144320,rumour,False,19,1,175.55
charliehebdo-all-rnr-threads,rumours,552834445301256192,rumour,False,5,1,902.7833333333333
charliehebdo-all-rnr-threads,rumours,552834461478715392,rumour,False,22,1,30.483333333333334
charliehebdo-all-rnr-threads,rumours,552834961762709505,rumour,,18,1,103.2
charliehebdo-all-rnr-threads,rumours,552837132491186179,rumour,False,32,1,44.43333333333333
charliehebdo-all-rnr-threads,rumours,552838551071911936,rumour,False,21,1,44.483333333333334
charliehebdo-all-rnr-threads,rumours,552842762505428992,rumour,False,6,1,32.63333333333333
charliehebdo-all-rnr-threads,rumours,552845136414380032,rumour,False,55,1,165.5
charliehebdo-all-rnr-threads,rumours,552848620375261184,rumour,False,16,1,104.81666666666666
charliehebdo-all-rnr-threads,rumours,552956517197303810,rumour,False,1,1,0.0
charliehebdo-all-rnr-threads,rumours,552978099357237248,rumour,False,4,1,879.1833333333333
charliehebdo-all-rnr-threads,rumours,552978184413921281,rumour,False,3,1,5.35
charliehebdo-all-rnr-threads,rumours,552978376424964097,rumour,False,7,1,575.8333333333334
charliehebdo-all-rnr-threads,rumours,552978476605923328,rumour,False,17,1,773.9666666666667
charliehebdo-all-rnr-threads,rumours,552979279039197186,rumour,False,21,1,1016.95
charliehebdo-all-rnr-threads,rumours,552980261512949760,rumour,False,3,1,13.9
charliehebdo-all-rnr-threads,rumours,552981833189969921,rumour,False,14,1,1354.7833333333333
charliehebdo-all-rnr-threads,rumours,552982443511144448,rumour,False,36,1,573.4333333333333
charliehebdo-all-rnr-threads,rumours,552982613288157184,rumour,False,5,1,57.2
charliehebdo-all-rnr-threads,rumours,552983615747796994,rumour,False,25,1,981.4833333333333
charliehebdo-all-rnr-threads,rumours,552984347754897409,rumour,False,13,1,824.1833333333333
charliehebdo-all-rnr-threads,rumours,552984502063337472,rumour,,4,1,426.43333333333334
charliehebdo-all-rnr-threads,rumours,552984916070531072,rumour,False,85,1,11294.666666666666
charliehebdo-all-rnr-threads,rumours,552985611070881792,rumour,False,20,1,232.18333333333334
charliehebdo-all-rnr-threads,rumours,552985855854661633,rumour,,78,1,2732.5833333333335
charliehebdo-all-rnr-threads,rumours,552985912901001218,rumour,False,6,1,5582.65
charliehebdo-all-rnr-threads,rumours,552986187364065281,rumour,False,6,1,1392.5833333333333
charliehebdo-all-rnr-threads,rumours,552991544731774976,rumour,False,38,1,744.25
charliehebdo-all-rnr-threads,rumours,552993818816299008,rumour,False,178,1,1712.5333333333333
charliehebdo-all-rnr-threads,rumours,552996335319007233,rumour,False,16,1,184.15
charliehebdo-all-rnr-threads,rumours,553017543330648064,rumour,False,29,1,5737.7
charliehebdo-all-rnr-threads,rumours,553096753898323968,rumour,,6,1,91.61666666666666
charliehebdo-all-rnr-threads,rumours,553098571323437056,rumour,False,5,1,786.3
charliehebdo-all-rnr-threads,rumours,553099685888790528,rumour,False,20,1,95.81666666666666
charliehebdo-all-rnr-threads,rumours,553102901619748864,rumour,False,21,1,60.13333333333333
charliehebdo-all-rnr-threads,rumours,553103334626701312,rumour,,5,1,123.0
charliehebdo-all-rnr-threads,rumours,553103772852191233,rumour,False,4,1,2109.35
charliehebdo-all-rnr-threads,rumours,553104503520890880,rumour,,15,1,45.85
charliehebdo-all-rnr-threads,rumours,553107921081749504,rumour,,7,1,99.6
charliehebdo-all-rnr-threads,rumours,553110339236409346,rumour,False,21,1,39.88333333333333
charliehebdo-all-rnr-threads,rumours,553115168084074497,rumour,False,20,1,8181.9
charliehebdo-all-rnr-threads,rumours,553115236992290816,rumour,False,5,1,93.5
charliehebdo-all-rnr-threads,rumours,553116915325870083,rumour,,4,1,334.96666666666664
charliehebdo-all-rnr-threads,rumours,553118198741356544,rumour,,16,1,1903.0333333333333
charliehebdo-all-rnr-threads,rumours,553121732387946496,rumour,,15,1,112.66666666666667
charliehebdo-all-rnr-threads,rumours,553123329561743361,rumour,False,7,1,9115.05
charliehebdo-all-rnr-threads,rumours,553124268196642816,rumour,False,8,1,239.91666666666666
charliehebdo-all-rnr-threads,rumours,553129559173115904,rumour,,12,1,443.81666666666666
charliehebdo-all-rnr-threads,rumours,553130148107943937,rumour,False,4,1,175.93333333333334
charliehebdo-all-rnr-threads,rumours,553133704881917952,rumour,False,52,1,12960.8
charliehebdo-all-rnr-threads,rumours,553136565296582657,rumour,False,22,1,139.51666666666668
charliehebdo-all-rnr-threads,rumours,553136604882014208,rumour,False,13,1,168.66666666666666
charliehebdo-all-rnr-threads,rumours,553136845589319680,rumour,False,38,1,164.01666666666668
charliehebdo-all-rnr-threads,rumours,553137849663361024,rumour,False,20,1,21.083333333333332
charliehebdo-all-rnr-threads,rumours,553137946740932608,rumour,False,2,1,30.266666666666666
charliehebdo-all-rnr-threads,rumours,553139203320860672,rumour,False,23,1,316.2
charliehebdo-all-rnr-threads,rumours,553139825008599041,rumour,,9,1,272.15
charliehebdo-all-rnr-threads,rumours,553141087725170688,rumour,False,45,1,2112.3333333333335
charliehebdo-all-rnr-threads,rumours,553141732452626432,rumour,False,12,1,188.01666666666668
charliehebdo-all-rnr-threads,rumours,553144712920834048,rumour,False,13,1,137.86666666666667
charliehebdo-all-rnr-threads,rumours,553152215050125313,rumour,,4,1,68.51666666666667
charliehebdo-all-rnr-threads,rumours,553152395371630592,rumour,False,22,1,421.03333333333336
charliehebdo-all-rnr-threads,rumours,553160652567498752,rumour,,12,1,306.6166666666667
charliehebdo-all-rnr-threads,rumours,553164985460068352,rumour,False,15,1,542.5833333333334
charliehebdo-all-rnr-threads,rumours,553167429665587200,rumour,False,9,1,5544.033333333334
charliehebdo-all-rnr-threads,rumours,553167814941761538,rumour,False,4,1,49.45
charliehebdo-all-rnr-threads,rumours,553169307824177152,rumour,False,6,1,51.333333333333336
charliehebdo-all-rnr-threads,rumours,553176411541098499,rumour,False,1,1,0.0
charliehebdo-all-rnr-threads,rumours,553176753297162240,rumour,False,6,1,166.85
charliehebdo-all-rnr-threads,rumours,553176929411825664,rumour,False,20,1,129.18333333333334
charliehebdo-all-rnr-threads,rumours,553184482241814530,rumour,False,29,1,1451.2166666666667
charliehebdo-all-rnr-threads,rumours,553184643055644674,rumour,False,26,1,34.5
charliehebdo-all-rnr-threads,rumours,553184958958022657,rumour,False,10,1,177.31666666666666
charliehebdo-all-rnr-threads,rumours,553185370108878849,rumour,False,25,1,3221.65
charliehebdo-all-rnr-threads,rumours,553186555150749696,rumour,False,25,1,1138.7166666666667
charliehebdo-all-rnr-threads,rumours,553188382403477505,rumour,False,4,1,43.56666666666667
charliehebdo-all-rnr-threads,rumours,553190393370923008,rumour,False,2,1,836.7166666666667
charliehebdo-all-rnr-threads,rumours,553197863971610624,rumour,False,24,1,2757.2833333333333
charliehebdo-all-rnr-threads,rumours,553198972287082497,rumour,False,21,1,87.26666666666667
charliehebdo-all-rnr-threads,rumours,553202028575731713,rumour,False,6,1,155.15
charliehebdo-all-rnr-threads,rumours,553212962044149761,rumour,False,9,1,76.16666666666667
charliehebdo-all-rnr-threads,rumours,553216909022605312,rumour,False,11,1,9702.8
charliehebdo-all-rnr-threads,rumours,553221600955621376,rumour,,3,1,160.75
charliehebdo-all-rnr-threads,rumours,553233728030650368,rumour,False,20,1,6625.566666666667
charliehebdo-all-rnr-threads,rumours,553461741917863936,rumour,False,20,1,3777.55
charliehebdo-all-rnr-threads,rumours,553466230989144064,rumour,False,3,1,4.85
charliehebdo-all-rnr-threads,rumours,553467311261503488,rumour,False,3,1,54.4
charliehebdo-all-rnr-threads,rumours,553468492700454912,rumour,False,6,1,11.416666666666666
charliehebdo-all-rnr-threads,rumours,553469523945590784,rumour,False,30,1,748.8333333333334
charliehebdo-all-rnr-threads,rumours,553469733656203264,rumour,False,21,1,15.716666666666667
charliehebdo-all-rnr-threads,rumours,553470140042735616,rumour,False,9,1,443.73333333333335
charliehebdo-all-rnr-threads,rumours,553470382129565696,rumour,False,18,1,93.96666666666667
charliehebdo-all-rnr-threads,rumours,553470492565602305,rumour,False,9,1,55.45
charliehebdo-all-rnr-threads,rumours,553470733180223489,rumour,False,8,1,18.7
charliehebdo-all-rnr-threads,rumours,553470977972375553,rumour,False,7,1,65.68333333333334
charliehebdo-all-rnr-threads,rumours,553471193110421504,rumour,False,3,1,4.85
charliehebdo-all-rnr-threads,rumours,553471987411324929,rumour,False,10,1,100.56666666666666
charliehebdo-all-rnr-threads,rumours,553472225798795264,rumour,False,4,1,5.2
charliehebdo-all-rnr-threads,rumours,553472437644320769,rumour,False,5,1,92.73333333333333
charliehebdo-all-rnr-threads,rumours,553472488462901248,rumour,False,5,1,61.583333333333336
charliehebdo-all-rnr-threads,rumours,553473416905629696,rumour,False,23,1,912.1333333333333
charliehebdo-all-rnr-threads,rumours,553473550523580416,rumour,False,1,1,0.0
charliehebdo-all-rnr-threads,rumours,553473704060284928,rumour,False,3,1,46.53333333333333
charliehebdo-all-rnr-threads,rumours,553474012446478336,rumour,,6,1,220.65
charliehebdo-all-rnr-threads,rumours,553474188259102720,rumour,False,13,1,248.85
charliehebdo-all-rnr-threads,rumours,553474232596701184,rumour,False,11,1,98.46666666666667
charliehebdo-all-rnr-threads,rumours,553474514496278528,rumour,,42,1,877.8833333333333
charliehebdo-all-rnr-threads,rumours,553474965278691330,rumour,False,6,1,858.2333333333333
charliehebdo-all-rnr-threads,rumours,553475269873643520,rumour,,9,1,523.9833333333333
charliehebdo-all-rnr-threads,rumours,553475430897156096,rumour,False,13,1,338.81666666666666
charliehebdo-all-rnr-threads,rumours,553475729187680258,rumour,False,12,1,174.65
charliehebdo-all-rnr-threads,rumours,553475824369012736,rumour,False,21,1,173.96666666666667
charliehebdo-all-rnr-threads,rumours,553476073703620609,rumour,,7,1,167.45
charliehebdo-all-rnr-threads,rumours,553476471470432256,rumour,False,17,1,248.58333333333334
charliehebdo-all-rnr-threads,rumours,553476490315431937,rumour,,5,1,17.15
charliehebdo-all-rnr-threads,rumours,553476600985948160,rumour,False,5,1,6.566666666666666
charliehebdo-all-rnr-threads,rumours,553476880339599360,rumour,,15,1,8561.116666666667
charliehebdo-all-rnr-threads,rumours,553477352542707712,rumour,False,9,1,195.38333333333333
charliehebdo-all-rnr-threads,rumours,553477554041257985,rumour,False,9,1,183.23333333333332
charliehebdo-all-rnr-threads,rumours,553477692591726592,rumour,False,8,1,124.63333333333334
charliehebdo-all-rnr-threads,rumours,553477943616634880,rumour,False,7,1,64.45
charliehebdo-all-rnr-threads,rumours,553478142791548928,rumour,False,11,1,92.51666666666667
charliehebdo-all-rnr-threads,rumours,553478289474740224,rumour,False,7,1,2916.133333333333
charliehebdo-all-rnr-threads,rumours,553478677359775744,rumour,,23,1,543.1166666666667
charliehebdo-all-rnr-threads,rumours,553479222434729984,rumour,False,9,1,73.08333333333333
charliehebdo-all-rnr-threads,rumours,553479315711864832,rumour,,1,1,0.0
charliehebdo-all-rnr-threads,rumours,553480082996879360,rumour,False,22,1,643.7333333333333
charliehebdo-all-rnr-threads,rumours,553480292498153472,rumour,False,2,1,6.566666666666666
charliehebdo-all-rnr-threads,rumours,553480702067736578,rumour,False,7,1,486.31666666666666
charliehebdo-all-rnr-threads,rumours,553481076916883456,rumour,False,6,1,31.966666666666665
charliehebdo-all-rnr-threads,rumours,553483415954411520,rumour,,4,1,74.33333333333333
charliehebdo-all-rnr-threads,rumours,553484365012148225,rumour,,28,1,292.1
charliehebdo-all-rnr-threads,rumours,553484760233017344,rumour,False,11,1,8.35
charliehebdo-all-rnr-threads,rumours,553484780093050880,rumour,,16,1,155.16666666666666
charliehebdo-all-rnr-threads,rumours,553485452943302656,rumour,False,17,1,49.13333333333333
charliehebdo-all-rnr-threads,rumours,553486439129038848,rumour,False,10,1,226.31666666666666
charliehebdo-all-rnr-threads,rumours,553486529231089664,rumour,False,12,1,169.76666666666668
charliehebdo-all-rnr-threads,rumours,553486796534054912,rumour,False,15,1,652.3
charliehebdo-all-rnr-threads,rumours,553487544508493825,rumour,False,5,1,18.233333333333334
charliehebdo-all-rnr-threads,rumours,553487971497041920,rumour,,25,1,68.85
charliehebdo-all-rnr-threads,rumours,553488054640340992,rumour,False,10,1,332.73333333333335
charliehebdo-all-rnr-threads,rumours,553488824656203776,rumour,,4,1,296.46666666666664
charliehebdo-all-rnr-threads,rumours,553489393202499584,rumour,False,9,1,57.05
charliehebdo-all-rnr-threads,rumours,553490238979727360,rumour,False,3,1,6713.45
charliehebdo-all-rnr-threads,rumours,553491540535156736,rumour,False,20,1,17.283333333333335
charliehebdo-all-rnr-threads,rumours,553493222052605952,rumour,,8,1,14.666666666666666
charliehebdo-all-rnr-threads,rumours,553493510306152448,rumour,False,6,1,243.65
charliehebdo-all-rnr-threads,rumours,553493707472011264,rumour,False,36,1,3150.8166666666666
charliehebdo-all-rnr-threads,rumours,553493785523400704,rumour,,25,1,467.0
charliehebdo-all-rnr-threads,rumours,553495137314435072,rumour,False,23,1,784.2833333333333
charliehebdo-all-rnr-threads,rumours,553495922639122432,rumour,False,20,1,170.15
charliehebdo-all-rnr-threads,rumours,553500238246608896,rumour,,20,1,254.63333333333333
charliehebdo-all-rnr-threads,rumours,553501357156876290,rumour,False,25,1,38.083333333333336
charliehebdo-all-rnr-threads,rumours,553501773517033472,rumour,,36,1,312.4166666666667
charliehebdo-all-rnr-threads,rumours,553502180666531840,rumour,False,16,1,220.48333333333332
charliehebdo-all-rnr-threads,rumours,553502311872733184,rumour,,10,1,56.18333333333333
charliehebdo-all-rnr-threads,rumours,553502446769942528,rumour,False,20,1,89.43333333333334
charliehebdo-all-rnr-threads,rumours,553503184174710784,rumour,False,24,1,127.51666666666667
charliehebdo-all-rnr-threads,rumours,553503546382249984,rumour,False,22,1,428.35
charliehebdo-all-rnr-threads,rumours,553503909692841984,rumour,,22,1,237.26666666666668
charliehebdo-all-rnr-threads,rumours,553505242554175489,rumour,False,16,1,1267.85
charliehebdo-all-rnr-threads,rumours,553505371290357761,rumour,False,19,1,755.0333333333333
charliehebdo-all-rnr-threads,rumours,553505858811080704,rumour,False,9,1,334.93333333333334
charliehebdo-all-rnr-threads,rumours,553506608203169792,rumour,,25,1,1631.85
charliehebdo-all-rnr-threads,rumours,553508098825261056,rumour,,20,1,261.56666666666666
charliehebdo-all-rnr-threads,rumours,553512735192141826,rumour,,6,1,1223.4666666666667
charliehebdo-all-rnr-threads,rumours,553513403512532992,rumour,,26,1,161.98333333333332
charliehebdo-all-rnr-threads,rumours,553515054503821312,rumour,,7,1,31.3
charliehebdo-all-rnr-threads,rumours,553515399438811136,rumour,,10,1,1844.2333333333333
charliehebdo-all-rnr-threads,rumours,553517713147301888,rumour,False,6,1,116.98333333333333
charliehebdo-all-rnr-threads,rumours,553518024272379905,rumour,,12,1,40.583333333333336
charliehebdo-all-rnr-threads,rumours,553518053838061568,rumour,False,2,1,20.283333333333335
charliehebdo-all-rnr-threads,rumours,553518472798683136,rumour,False,21,1,24.1
charliehebdo-all-rnr-threads,rumours,553519375521951744,rumour,False,9,1,285.6333333333333
charliehebdo-all-rnr-threads,rumours,553521417598550016,rumour,False,14,1,39.68333333333333
charliehebdo-all-rnr-threads,rumours,553524086417424384,rumour,,3,1,4.716666666666667
charliehebdo-all-rnr-threads,rumours,553528788383191040,rumour,False,21,1,14.166666666666666
charliehebdo-all-rnr-threads,rumours,553529101659566080,rumour,False,19,1,75.55
charliehebdo-all-rnr-threads,rumours,553529196216344576,rumour,False,48,1,73.08333333333333
charliehebdo-all-rnr-threads,rumours,553529334892609536,rumour,False,10,1,49.06666666666667
charliehebdo-all-rnr-threads,rumours,553529796601585664,rumour,False,21,1,32.833333333333336
charliehebdo-all-rnr-threads,rumours,553529935789559808,rumour,False,7,1,19.266666666666666
charliehebdo-all-rnr-threads,rumours,553529941938425857,rumour,False,8,1,23.916666666666668
charliehebdo-all-rnr-threads,rumours,553530524183326720,rumour,,4,1,51.666666666666664
charliehebdo-all-rnr-threads,rumours,553530558614351873,rumour,False,5,1,8.183333333333334
